audit_level,state,district,district_key,constituency,constituency_key,exists_in_nfhs_district_panel,has_nfhs4,has_nfhs5,has_any_nfhs_values,exists_in_district_alias_table,alias_target,appears_in_delimitation_district_summary,appears_in_constituency_panel,appears_in_analysis_master,exists_in_election_master,exists_in_delimitation_summary,exists_in_constituency_panel,has_nfhs5_values,nfhs5_coverage_share,districts_expected,districts_found_in_nfhs,districts_missing_in_nfhs,suspected_break_point,repair_suggestion
district,West Bengal,MURSHIDABAD,MURSHIDABAD,,,True,True,False,True,True,MURSHIDABAD,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,NADIA,NADIA,,,True,True,False,True,True,NADIA,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,NORTH 24 PARGANAS,NORTH TWENTY FOUR PARGANAS,,,True,True,False,True,True,NORTH TWENTY FOUR PARGANAS,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,NORTH TWENTY FOUR PARGANAS,NORTH TWENTY FOUR PARGANAS,,,True,True,False,True,True,NORTH TWENTY FOUR PARGANAS,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,Paschim Barddhaman,PASCHIM BARDDHAMAN,,,True,False,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,West Bengal,PASCHIM MEDINIPUR,PASCHIM MEDINIPUR,,,False,False,False,False,True,PASCHIM MEDINIPUR,True,True,False,False,False,False,False,,,,,missing_nfhs_district_features,District PASCHIM MEDINIPUR has no NFHS district panel rows; extract or map NFHS district features.
district,West Bengal,Purba Barddhaman,PURBA BARDDHAMAN,,,True,False,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,West Bengal,PURBO MEDINIPUR,PURBA MEDINIPUR,,,False,False,False,False,True,PURBA MEDINIPUR,True,True,False,False,False,False,False,,,,,missing_nfhs_district_features,District PURBO MEDINIPUR has no NFHS district panel rows; extract or map NFHS district features.
district,West Bengal,PURULIA,PURULIYA,,,True,True,False,True,True,PURULIYA,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,PURULIYA,PURULIYA,,,True,True,False,True,True,PURULIYA,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,SOUTH 24 PARGANAS,SOUTH TWENTY FOUR PARGANAS,,,True,True,False,True,True,SOUTH TWENTY FOUR PARGANAS,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,SOUTH TWENTY FOUR PARGANAS,SOUTH TWENTY FOUR PARGANAS,,,True,True,False,True,True,SOUTH TWENTY FOUR PARGANAS,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
district,West Bengal,UTTAR DINAJPUR,UTTAR DINAJPUR,,,True,True,False,True,True,UTTAR DINAJPUR,True,True,False,False,False,False,False,,,,,unknown,"Review district mapping across NFHS panel, alias table, and delimitation summary."
constituency,West Bengal,,,Alipurduars,ALIPURDUARS,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,JALPAIGURI,JALPAIGURI,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Arambag,ARAMBAG,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,HOOGHLY,HOOGHLY,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Asansol,ASANSOL,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BARDHAMAN,BARDHAMAN,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Baharampur,BAHARAMPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,MURSHIDABAD,MURSHIDABAD,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Balurghat,BALURGHAT,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,DAKSHIN DINAJPUR; UTTAR DINAJPUR,DAKSHIN DINAJPUR; UTTAR DINAJPUR,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Bangaon,BANGAON,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NADIA; NORTH 24 PARGANAS,NADIA; NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Bankura,BANKURA,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BANKURA; PURULIA,BANKURA; PURULIA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Barasat,BARASAT,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NORTH 24 PARGANAS,NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Bardhaman-Durgapur,BARDHAMAN DURGAPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BARDHAMAN,BARDHAMAN,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Barrackpur,BARRACKPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NORTH 24 PARGANAS,NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Basirhat,BASIRHAT,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NORTH 24 PARGANAS,NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Birbhum,BIRBHUM,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BIRBHUM,BIRBHUM,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Bishnupur,BISHNUPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BANKURA,BANKURA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Bolpur,BOLPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BARDHAMAN; BIRBHUM,BARDHAMAN; BIRBHUM,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Coochbehar,COOCHBEHAR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,BANKURA; BARDHAMAN; COOCHBEHAR; NORTH 24 PARGANAS,BANKURA; BARDHAMAN; COOCHBEHAR; NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Darjeeling,DARJEELING,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,DARJEELING; UTTAR DINAJPUR,DARJEELING; UTTAR DINAJPUR,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Diamond harbour,DIAMOND HARBOUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,SOUTH 24 PARGANAS,SOUTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Dum dum,DUM DUM,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NORTH 24 PARGANAS,NORTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Ghatal,GHATAL,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PASCHIM MEDINIPUR; PURBO MEDINIPUR,,PASCHIM MEDINIPUR; PURBO MEDINIPUR,missing_nfhs_district_features,Upstream district NFHS features are missing for one or more mapped districts.
constituency,West Bengal,,,Hooghly,HOOGHLY,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,HOOGHLY,HOOGHLY,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Howrah,HOWRAH,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,HOWRAH,HOWRAH,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Jadavpur,JADAVPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,SOUTH 24 PARGANAS,SOUTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Jalpaiguri,JALPAIGURI,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,COOCHBEHAR; JALPAIGURI,COOCHBEHAR; JALPAIGURI,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Jangipur,JANGIPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,MURSHIDABAD,MURSHIDABAD,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Jaynagar,JAYNAGAR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,SOUTH 24 PARGANAS,SOUTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Jhargram,JHARGRAM,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PASCHIM MEDINIPUR; PURBO MEDINIPUR,,PASCHIM MEDINIPUR; PURBO MEDINIPUR,missing_nfhs_district_features,Upstream district NFHS features are missing for one or more mapped districts.
constituency,West Bengal,,,Kanthi,KANTHI,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PURBO MEDINIPUR,,PURBO MEDINIPUR,missing_nfhs_district_features,Upstream district NFHS features are missing for one or more mapped districts.
constituency,West Bengal,,,Kolkata Uttar,KOLKATA UTTAR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,KOLKATA; SOUTH 24 PARGANAS,KOLKATA; SOUTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Krishnanagar,KRISHNANAGAR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NADIA,NADIA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Maldaha Uttar,MALDAHA UTTAR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,MALDAHA; MURSHIDABAD,MALDAHA; MURSHIDABAD,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Mathurapur,MATHURAPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,SOUTH 24 PARGANAS,SOUTH 24 PARGANAS,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Medinipur,MEDINIPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PASCHIM MEDINIPUR,,PASCHIM MEDINIPUR,missing_nfhs_district_features,Upstream district NFHS features are missing for one or more mapped districts.
constituency,West Bengal,,,Murshidabad,MURSHIDABAD,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,MURSHIDABAD; NADIA,MURSHIDABAD; NADIA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Purulia,PURULIA,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PURULIA,PURULIA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Raiganj,RAIGANJ,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,UTTAR DINAJPUR,UTTAR DINAJPUR,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Ranaghat,RANAGHAT,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,NADIA,NADIA,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Sreerampur,SREERAMPUR,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,HOOGHLY; HOWRAH,HOOGHLY; HOWRAH,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
constituency,West Bengal,,,Tamluk,TAMLUK,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,PURBO MEDINIPUR,,PURBO MEDINIPUR,missing_nfhs_district_features,Upstream district NFHS features are missing for one or more mapped districts.
constituency,West Bengal,,,Uluberia,ULUBERIA,False,False,False,False,False,,True,True,False,True,True,True,False,0.0,HOWRAH,HOWRAH,,low_coverage_share,Panel row exists but coverage_share is below threshold; improve district NFHS coverage.
district,Tamil Nadu,ARIYALUR,ARIYALUR,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,CHENNAI,CHENNAI,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Chennai,CHENNAI,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,CUDDALORE,CUDDALORE,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,DINDIGUL,DINDIGUL,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,ERODE,ERODE,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,KANCHEEPURAM,KANCHEEPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Kancheepuram,KANCHEEPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,KARUR,KARUR,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,NAGAPATTINAM,NAGAPATTINAM,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,NAMAKKAL,NAMAKKAL,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Namakkal,NAMAKKAL,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,PERAMBALUR,PERAMBALUR,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,PUDUKKOTTAI,PUDUKKOTTAI,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,SALEM,SALEM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Salem,SALEM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,SIVAGANGA,SIVAGANGA,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,THANJAVUR,THANJAVUR,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,THE NILGIRIS,THE NILGIRIS,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,THIRUVALLUR,THIRUVALLUR,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Thiruvallur,THIRUVALLUR,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,THIRUVARUR,THIRUVARUR,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,,,True,True,False,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Tiruvannamalai,TIRUVANNAMALAI,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,TIRUVANNAMALAI,TIRUVANNAMALAI,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,VELLORE,VELLORE,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Vellore,VELLORE,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,Viluppuram,VILUPPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
district,Tamil Nadu,VILUPPURAM,VILUPPURAM,,,True,True,True,True,False,,False,False,False,False,False,False,False,,,,,delimitation_summary_missing,District exists in NFHS but not delimitation summary; add delimitation district mapping.
constituency,Tamil Nadu,,,ARAKKONAM,ARAKKONAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,ARANI,ARANI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CHENNAI SOUTH,CHENNAI SOUTH,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CHIDAMBARAM,CHIDAMBARAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,COIMBATORE,COIMBATORE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,CUDDALORE,CUDDALORE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,DHARMAPURI,DHARMAPURI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,DINDIGUL,DINDIGUL,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,ERODE,ERODE,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KALLAKURICHI,KALLAKURICHI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KANCHEEPURAM,KANCHEEPURAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KANNIYAKUMARI,KANNIYAKUMARI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KARUR,KARUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,KRISHNAGIRI,KRISHNAGIRI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,MADURAI,MADURAI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,MAYILADUTHURAI,MAYILADUTHURAI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NAGAPATTINAM,NAGAPATTINAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NAMAKKAL,NAMAKKAL,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,NILGIRIS,NILGIRIS,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,PERAMBALUR,PERAMBALUR,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,POLLACHI,POLLACHI,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
constituency,Tamil Nadu,,,RAMANATHAPURAM,RAMANATHAPURAM,False,False,False,False,False,,False,False,False,True,False,False,False,,,,,delimitation_summary_missing,Tamil Nadu is missing from lok_sabha_district_summary_delimitation.csv; parse Schedule XXVI from the 2008 delimitation order.
